Request_ID,Create_Date,Close_Date,Status,Request_Type,Department,Origin,District,Latitude,Longitude,Create_Date_ISO,Close_Date_ISO
511462,1753468200000,1753701540000,Closed,COM Carpentry,Building Maintenance,Call Center,4,32.3519104,-86.3363158,2025-07-25T18:30:00+00:00,2025-07-28T11:19:00+00:00
511461,1753467600000,,In Progress,Request Cleaning,Street Maintenance,Call Center,5,32.3413577,-86.2508745,2025-07-25T18:20:00+00:00,
511460,1753466700000,1753466700000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-07-25T18:05:00+00:00,2025-07-25T18:05:00+00:00
511459,1753465800000,1753466040000,Closed,COM Plumbing,Building Maintenance,Call Center,3,32.3821668,-86.2911497,2025-07-25T17:50:00+00:00,2025-07-25T17:54:00+00:00
511457,1753465440000,1753465440000,Closed,"Storm January 9, 2011(Street Issues)",Emergency Management Agency,Call Center,6,32.2990073,-86.2491092,2025-07-25T17:44:00+00:00,2025-07-25T17:44:00+00:00
511458,1753465440000,1753719360000,Closed,Nuisance,Code Enforcement,Call Center,6,32.2990073,-86.2491092,2025-07-25T17:44:00+00:00,2025-07-28T16:16:00+00:00
511456,1753464900000,1753464960000,Closed,COM Electrical,Building Maintenance,Control Panel,5,32.3298487,-86.2460163,2025-07-25T17:35:00+00:00,2025-07-25T17:36:00+00:00
511454,1753464480000,,In Progress,Nuisance,Code Enforcement,Call Center,4,32.3424756,-86.3391664,2025-07-25T17:28:00+00:00,
511455,1753464480000,1753877160000,Closed,Nuisance,Code Enforcement,Call Center,4,32.3426966,-86.3378772,2025-07-25T17:28:00+00:00,2025-07-30T12:06:00+00:00
511451,1753464300000,1753464480000,Closed,COM HVAC/Refrigeration,Building Maintenance,Control Panel,3,32.3807152,-86.3141358,2025-07-25T17:25:00+00:00,2025-07-25T17:28:00+00:00
511452,1753464300000,1753978980000,Closed,Request Cleaning,Street Maintenance,Call Center,7,32.3550082,-86.2646199,2025-07-25T17:25:00+00:00,2025-07-31T16:23:00+00:00
511453,1753464300000,,In Progress,Nuisance,Code Enforcement,Call Center,4,32.3410817,-86.3363135,2025-07-25T17:25:00+00:00,
511449,1753464240000,1753719180000,Closed,Nuisance,Code Enforcement,Website,6,32.3096744,-86.2225475,2025-07-25T17:24:00+00:00,2025-07-28T16:13:00+00:00
511450,1753464240000,1753877280000,Closed,Nuisance,Code Enforcement,Call Center,4,32.3411138,-86.3339329,2025-07-25T17:24:00+00:00,2025-07-30T12:08:00+00:00
511448,1753464180000,1753719120000,Closed,Nuisance,Code Enforcement,Website,6,32.3098814,-86.2228715,2025-07-25T17:23:00+00:00,2025-07-28T16:12:00+00:00
511447,1753464120000,1753719060000,Closed,Nuisance,Code Enforcement,Website,6,32.309918,-86.2229315,2025-07-25T17:22:00+00:00,2025-07-28T16:11:00+00:00
511446,1753464060000,1753719000000,Closed,Nuisance,Code Enforcement,Website,6,32.309952,-86.2229931,2025-07-25T17:21:00+00:00,2025-07-28T16:10:00+00:00
511445,1753464000000,,In Progress,Nuisance,Code Enforcement,Call Center,4,32.3069947,-86.3446584,2025-07-25T17:20:00+00:00,
511444,1753463940000,1753719000000,Closed,Nuisance,Code Enforcement,Website,6,32.3098345,-86.2236542,2025-07-25T17:19:00+00:00,2025-07-28T16:10:00+00:00
511443,1753463880000,1753719240000,Closed,Nuisance,Code Enforcement,Website,6,32.3095965,-86.2224195,2025-07-25T17:18:00+00:00,2025-07-28T16:14:00+00:00
511442,1753463760000,1753719300000,Closed,Nuisance,Code Enforcement,Website,6,32.3095598,-86.222355,2025-07-25T17:16:00+00:00,2025-07-28T16:15:00+00:00
511441,1753463700000,1753463700000,Closed,FAQ- Montgomery Police Department,FAQ,Call Center,,0.0,0.0,2025-07-25T17:15:00+00:00,2025-07-25T17:15:00+00:00
511440,1753463100000,1753816080000,Closed,Exchange Damage Container,Sanitation Department,Call Center,3,32.3772331,-86.301243,2025-07-25T17:05:00+00:00,2025-07-29T19:08:00+00:00
511439,1753462920000,1753462920000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-07-25T17:02:00+00:00,2025-07-25T17:02:00+00:00
511438,1753462320000,1753712100000,Closed,Bulky Items and Debris In The Street,Sanitation Department,Call Center,3,32.4197906,-86.2885527,2025-07-25T16:52:00+00:00,2025-07-28T14:15:00+00:00
511437,1753462200000,1754318940000,Closed,Bulky Items and Debris In The Street,Sanitation Department,Call Center,3,32.3882382,-86.3029713,2025-07-25T16:50:00+00:00,2025-08-04T14:49:00+00:00
511436,1753461480000,1753890180000,Closed,Pothole Repairing,Street Maintenance,Call Center,7,32.3601273,-86.2656896,2025-07-25T16:38:00+00:00,2025-07-30T15:43:00+00:00
511435,1753461360000,1753466940000,Closed,Missed Pick Up,Sanitation Department,Call Center,7,32.3480974,-86.2973971,2025-07-25T16:36:00+00:00,2025-07-25T18:09:00+00:00
511434,1753461120000,1753461120000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2025-07-25T16:32:00+00:00,2025-07-25T16:32:00+00:00
511433,1753460760000,1753890120000,Closed,Pothole Repairing,Street Maintenance,Call Center,8,32.3242646,-86.2252982,2025-07-25T16:26:00+00:00,2025-07-30T15:42:00+00:00
511432,1753460640000,1753797480000,Closed,Request Cleaning,Street Maintenance,Call Center,5,32.3335884,-86.261073,2025-07-25T16:24:00+00:00,2025-07-29T13:58:00+00:00
511431,1753460100000,1753460100000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-07-25T16:15:00+00:00,2025-07-25T16:15:00+00:00
511430,1753459800000,1753459800000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-07-25T16:10:00+00:00,2025-07-25T16:10:00+00:00
511429,1753459740000,1753459740000,Closed,FAQ- Montgomery Police Department,FAQ,Call Center,,0.0,0.0,2025-07-25T16:09:00+00:00,2025-07-25T16:09:00+00:00
511428,1753459560000,1753718820000,Closed,Nuisance,Code Enforcement,Call Center,5,32.3312695,-86.2753859,2025-07-25T16:06:00+00:00,2025-07-28T16:07:00+00:00
511427,1753459260000,1753459320000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-07-25T16:01:00+00:00,2025-07-25T16:02:00+00:00
511426,1753459140000,1753459200000,Closed,Duplicated Service Request,Code Enforcement,Call Center,7,32.3610319,-86.3045728,2025-07-25T15:59:00+00:00,2025-07-25T16:00:00+00:00
